Colonne1;T0 vs T6L S;T0 vs T6L R;T0 vs T6D S;T0 vs T6D R;T6L vs T6D S;T6L vs T6D R
RC4G0449300;0;0;0;0;0;0
RC4G0449400;0;0;0;0;0;0
RC4G0449500;0;0;0;0;0;0
RC4G0449600;0;0;0;0;0;0
RC4G0449700;0;0;0;0;0;0
RC4G0449800;0;0;0;0;0;0
RC4G0449900;0;0;0;0;0;0
RC4G0450000;0;0;0;0;0;0
RC4G0450100;0;0;0;0;0;0
RC4G0450200;1;0;1;0;0;0
RC4G0450300;0;0;0;0;0;0
RC4G0450400;0;0;0;0;0;0
RC4G0450500;0;0;0;0;0;0
RC4G0450600;0;0;0;0;0;0
RC4G0450700;0;1;0;1;0;1
RC4G0450800;1;0;1;0;0;0
RC4G0450900;0;0;0;0;0;0
RC4G0451000;0;0;0;0;0;0
RC4G0451100;0;0;0;0;0;0
RC4G0451200;0;0;0;0;0;0
RC4G0451300;0;0;0;0;0;0
RC4G0451400;0;0;0;0;0;0
RC4G0451500;0;0;0;0;0;0
RC4G0451600;0;0;0;0;0;0
RC4G0451700;0;0;0;0;0;0
RC4G0451800;0;1;0;0;0;0
RC4G0451900;0;0;0;0;0;0
RC4G0452000;0;0;0;0;0;0
RC4G0452100;0;0;0;0;0;0
RC4G0452200;0;0;0;0;0;0
RC4G0452300;0;0;0;0;0;0
RC4G0452400;0;0;0;0;0;0
RC4G0452500;0;0;0;0;0;0
RC4G0452600;0;1;0;1;0;0
RC4G0452700;0;0;0;0;0;0
RC4G0452800;0;0;0;0;0;0
RC4G0452900;0;0;0;0;0;0
RC4G0453000;0;1;0;1;0;0
RC4G0453100;0;0;0;0;0;0
RC4G0453200;0;0;0;0;0;0
RC4G0453300;0;0;0;0;0;0
RC4G0453400;0;0;0;0;0;0
RC4G0453500;0;0;0;0;0;0
RC4G0453600;0;0;1;0;0;0
RC4G0453700;0;1;0;0;1;0
RC4G0453800;0;0;0;0;0;0
RC4G0453900;0;0;0;0;0;0
RC4G0454000;0;0;0;0;0;0
RC4G0454100;0;0;0;0;0;0
RC4G0454200;0;0;0;0;0;0
RC4G0454300;0;0;0;0;0;0
RC4G0454400;0;0;0;0;0;0
RC4G0454500;0;0;0;0;0;0
RC4G0454600;0;0;0;0;0;0
RC4G0454700;0;0;0;0;0;0
RC4G0454800;0;0;0;0;0;0
RC4G0454900;0;0;0;0;0;0
RC4G0455000;0;0;0;0;0;0
RC4G0455100;0;0;0;0;0;0
RC4G0455200;0;0;0;0;0;0
RC4G0455300;0;0;0;0;0;0
RC4G0455400;0;0;0;0;0;0
RC4G0455500;0;0;0;0;0;0
RC4G0455600;0;0;0;1;0;0
RC4G0455700;0;0;0;0;0;0
RC4G0455800;1;0;0;0;0;1
RC4G0455900;0;0;0;0;0;0
RC4G0456000;0;0;0;0;0;0
RC4G0456100;0;1;0;0;0;0
RC4G0456200;0;0;0;0;0;0
RC4G0456300;0;0;0;0;0;0
RC4G0456400;0;0;0;0;0;0
RC4G0456500;0;0;0;0;0;0
RC4G0456600;0;0;0;0;0;0
RC4G0456700;0;0;0;0;0;0
RC4G0456800;0;0;0;0;0;0
RC4G0456900;0;0;0;0;0;0
RC4G0457000;1;0;0;0;0;0
RC4G0457100;1;0;0;0;0;0
RC4G0457200;0;0;0;0;0;0
RC4G0457300;0;0;0;0;0;0
RC4G0457400;1;0;1;0;0;0
RC4G0457500;0;0;0;0;0;0
RC4G0457600;0;0;0;0;0;0
RC4G0457700;0;0;0;0;0;0
RC4G0457800;0;0;0;0;0;0
RC4G0457900;0;0;0;0;0;0
RC4G0458000;0;0;0;0;0;0
RC4G0458100;0;0;0;1;0;0
RC4G0458200;0;0;0;0;0;0
RC4G0458300;0;0;0;0;0;0
RC4G0458400;0;0;0;0;0;0
RC4G0458500;0;0;0;0;0;0
RC4G0458600;0;0;0;0;0;0
RC4G0458700;0;0;0;0;0;0
RC4G0458800;1;0;1;0;0;0
RC4G0458900;0;1;0;1;0;1
RC4G0459000;0;0;0;0;0;0
RC4G0459100;0;0;0;0;0;0
RC4G0459200;1;0;0;0;0;0
RC4G0459300;0;0;0;0;0;0
RC4G0459400;0;0;0;0;0;0
RC4G0459500;0;0;0;0;0;0
RC4G0459600;0;0;0;0;0;0
RC4G0459700;0;0;0;0;0;0
RC4G0459800;0;0;0;0;0;0
RC4G0459900;0;0;0;0;0;0
RC4G0460000;0;0;0;0;0;0
RC4G0460100;0;0;0;0;0;0
RC4G0460200;0;0;0;0;0;0
RC4G0460300;0;0;0;0;0;0
RC4G0460400;0;0;0;0;0;0
RC4G0460500;0;0;0;0;0;0
RC4G0460600;0;0;0;0;0;0
RC4G0460700;1;0;0;0;0;0
RC4G0460800;0;0;0;0;0;0
RC4G0460900;0;0;0;0;0;0
RC4G0461000;0;0;1;0;0;0
RC4G0461100;0;0;0;0;0;0
RC4G0461200;0;0;0;0;0;0
RC4G0461300;0;0;0;0;0;0
RC4G0461400;0;1;0;0;0;0
RC4G0461500;0;1;0;1;0;0
RC4G0461600;0;0;0;0;0;0
RC4G0461700;0;0;0;1;0;0
RC4G0461800;0;0;0;0;0;0
RC4G0461900;0;1;0;0;1;0
RC4G0462000;0;0;0;0;0;0
RC4G0462100;0;0;0;0;0;0
RC4G0462200;0;0;0;0;0;0
RC4G0462300;0;0;0;0;0;0
RC4G0462400;0;0;0;0;0;0
RC4G0462500;0;0;0;0;0;0
RC4G0462600;0;0;0;0;0;0
RC4G0462700;0;0;0;0;0;0
RC4G0462800;0;1;0;1;0;0
RC4G0462900;0;0;0;0;0;0
RC4G0463000;0;0;0;0;0;0
RC4G0463100;0;0;0;0;0;0
RC4G0463200;0;0;0;0;0;0
RC4G0463300;0;1;0;0;0;0
RC4G0463400;0;1;0;1;0;0
RC4G0463500;1;0;0;0;0;1
RC4G0463600;0;0;0;0;0;0
RC4G0463700;0;0;0;0;0;0
RC4G0463800;0;0;0;0;0;0
RC4G0463900;0;0;0;0;0;0
RC4G0464000;0;0;0;0;0;0
RC4G0464100;0;0;0;0;0;0
RC4G0464200;0;0;0;0;0;0
RC4G0464300;0;0;0;1;0;0
RC4G0464400;0;0;0;0;0;0
RC4G0464500;0;0;0;0;0;0
RC4G0464600;0;0;0;0;0;0
RC4G0464700;0;0;0;0;0;0
RC4G0464800;0;1;0;1;0;0
RC4G0464900;0;0;0;0;0;0
RC4G0465000;0;1;0;1;0;0
RC4G0465100;0;0;0;0;0;0
RC4G0465200;0;0;0;0;0;0
RC4G0465300;0;0;0;1;0;1
RC4G0465400;0;0;0;1;0;0
RC4G0465500;0;0;0;1;0;0
RC4G0465600;0;0;0;0;0;0
RC4G0465700;0;0;0;1;0;1
RC4G0465800;0;0;0;0;0;0
RC4G0465900;0;0;0;0;0;0
RC4G0466000;0;0;0;0;0;0
RC4G0466100;0;0;0;0;0;0
RC4G0466200;0;1;0;1;0;1
RC4G0466300;0;0;1;0;1;0
RC4G0466400;0;0;1;0;0;0
RC4G0466500;0;1;0;1;0;0
RC4G0466600;0;0;0;0;0;0
RC4G0466700;0;0;0;0;0;0
RC4G0466800;0;0;0;0;0;0
RC4G0466900;0;0;0;0;0;0
RC4G0467000;0;0;0;0;0;0
RC4G0467100;0;0;0;0;0;0
RC4G0467200;0;0;0;0;0;0
RC4G0467300;0;0;0;0;0;0
RC4G0467400;0;0;0;0;0;0
RC4G0467500;0;0;0;0;0;0
RC4G0467600;0;0;0;0;0;0
RC4G0467700;0;0;0;0;0;0
RC4G0467800;0;0;0;0;0;0
RC4G0467900;0;0;0;0;0;0
RC4G0468000;0;1;0;1;0;0
RC4G0468100;0;1;0;1;0;0
RC4G0468200;0;0;0;0;0;0
RC4G0468300;0;1;0;1;0;0
RC4G0468400;0;0;0;0;0;0
RC4G0468500;0;0;0;0;0;0
RC4G0468600;0;0;1;0;0;0
RC4G0468700;0;0;0;0;0;0
RC4G0468800;0;0;0;0;0;0
RC4G0468900;0;0;0;0;0;0
RC4G0469000;0;1;0;1;0;0
RC4G0469100;0;0;0;0;0;0
RC4G0469200;0;0;0;0;0;0
RC4G0469300;0;0;0;0;0;0
RC4G0469400;0;0;0;0;0;0
RC4G0469500;0;0;0;0;0;0
RC4G0469600;0;1;0;1;0;0
RC4G0469700;0;0;0;0;0;0
RC4G0469800;0;1;0;1;0;1
RC4G0469900;0;0;0;0;0;0
RC4G0470000;0;0;0;0;1;0
RC4G0470100;0;0;0;0;0;0
RC4G0470200;0;0;0;0;0;0
RC4G0470300;0;0;0;0;0;0
RC4G0470400;0;0;0;0;0;0
RC4G0470500;0;1;0;1;0;1
RC4G0470600;0;0;0;0;0;0
RC4G0470700;0;1;0;1;0;0
RC4G0470800;0;0;0;0;0;0
RC4G0470900;0;0;0;0;0;0
RC4G0471000;0;0;0;0;0;0
RC4G0471100;0;0;0;0;0;0
RC4G0471200;0;1;0;1;0;0
RC4G0471300;0;0;0;0;0;0
RC4G0471400;0;0;0;0;0;0
RC4G0471500;0;0;0;0;0;0
RC4G0471600;0;0;0;0;0;0
RC4G0471700;0;0;0;0;0;0
RC4G0471800;0;0;0;0;0;0
RC4G0471900;0;0;0;0;0;0
RC4G0472000;0;0;0;0;0;0
RC4G0472100;0;0;0;0;0;0
RC4G0472200;0;0;1;0;0;0
RC4G0472300;0;0;0;0;0;0
RC4G0472400;0;0;0;0;0;0
RC4G0472500;0;0;0;0;0;0
RC4G0472600;0;0;0;0;0;0
RC4G0472700;0;0;0;0;0;0
RC4G0472800;0;0;0;0;0;0
RC4G0472900;0;0;0;0;0;0
RC4G0473000;0;0;0;0;0;0
RC4G0473100;0;0;0;0;0;0
RC4G0473200;0;0;0;1;0;0
RC4G0473300;0;0;0;1;0;1
RC4G0473400;0;0;0;0;0;0
RC4G0473500;0;0;0;0;0;0
RC4G0473600;0;0;0;0;0;0
RC4G0473700;0;0;0;0;0;0
RC4G0473800;0;0;0;0;0;0
RC4G0473900;0;0;0;1;0;1
RC4G0474000;0;0;0;0;0;0
RC4G0474100;0;0;0;0;0;0
RC4G0474200;0;0;0;0;0;0
RC4G0474300;0;0;0;0;0;0
RC4G0474400;0;0;0;0;0;0
RC4G0474500;1;0;1;0;0;0
RC4G0474600;0;0;0;0;0;0
RC4G0474700;0;1;0;1;0;0
RC4G0474800;0;1;0;1;0;0
RC4G0474900;0;0;0;0;0;0
RC4G0475000;1;0;0;0;0;0
RC4G0475100;0;0;0;0;0;1
RC4G0475200;1;0;0;0;0;1
RC4G0475300;0;0;0;0;0;0
RC4G0475400;0;0;1;0;0;0
RC4G0475500;0;0;0;0;0;0
RC4G0475600;1;0;0;0;0;0
RC4G0475700;0;0;0;0;0;0
RC4G0475800;0;0;0;0;0;0
RC4G0475900;0;0;0;0;0;0
RC4G0476000;1;0;1;0;0;0
RC4G0476100;1;0;1;0;0;0
RC4G0476200;0;0;0;0;0;0
RC4G0476300;0;0;0;0;0;0
RC4G0476400;0;0;0;0;0;0
RC4G0476500;0;0;0;0;0;0
RC4G0476600;0;0;0;0;0;0
RC4G0476700;0;0;0;0;0;0
RC4G0476800;0;0;0;0;0;0
RC4G0476900;0;0;0;0;0;0
RC4G0477000;0;0;0;0;0;0
RC4G0477100;0;0;0;0;0;0
RC4G0477200;0;0;0;0;0;0
RC4G0477300;0;1;0;1;0;0
RC4G0477400;0;0;1;0;0;0
RC4G0477500;0;0;0;0;0;0
RC4G0477600;0;0;0;0;0;0
RC4G0477700;0;0;0;0;0;0
RC4G0477800;0;0;0;0;0;0
RC4G0477900;0;0;0;0;0;0
RC4G0478000;0;0;0;0;0;0
RC4G0478100;1;0;0;0;0;0
RC4G0478200;0;0;0;0;0;0
RC4G0478300;0;0;1;0;0;0
RC4G0478400;0;0;0;0;0;0
RC4G0478500;0;0;0;0;0;0
RC4G0478600;0;0;0;0;0;0
RC4G0478700;0;0;0;0;0;0
RC4G0478800;1;0;0;0;0;0
RC4G0478900;0;0;0;0;0;0
RC4G0479000;0;0;0;0;0;0
RC4G0479100;0;0;0;0;0;0
RC4G0479200;0;0;0;0;0;0
RC4G0479300;0;0;0;0;0;0
RC4G0479400;0;0;0;0;0;0
RC4G0479500;0;0;0;0;1;0
RC4G0479600;0;0;0;0;0;0
RC4G0479700;0;0;0;0;0;0
RC4G0479800;0;0;0;0;0;0
RC4G0479900;0;0;0;0;0;0
RC4G0480000;0;0;0;0;0;0
RC4G0480100;0;0;0;0;0;0
RC4G0480200;0;0;0;0;0;0
RC4G0480300;1;0;0;0;0;0
RC4G0480400;0;0;0;0;0;0
RC4G0480500;0;0;0;0;0;0
RC4G0480600;0;0;0;0;0;0
RC4G0480700;0;0;0;0;0;0
RC4G0480800;0;0;0;0;0;0
RC4G0480900;0;0;0;0;0;0
RC4G0481000;0;0;0;0;0;0
RC4G0481100;0;0;0;0;0;0
RC4G0481200;0;1;0;1;0;0
RC4G0481300;0;0;0;0;1;0
RC4G0481400;0;0;0;0;0;0
RC4G0481500;0;0;0;0;0;0
RC4G0481600;0;0;0;0;0;0
RC4G0481700;0;0;0;0;0;0
RC4G0481800;0;0;0;1;0;0
RC4G0481900;0;1;0;1;0;0
RC4G0482000;0;0;0;0;0;0
RC4G0482100;0;0;0;0;0;0
RC4G0482200;1;0;0;0;0;1
RC4G0482300;0;1;0;1;0;0
RC4G0482400;0;0;0;1;0;0
RC4G0482500;0;0;0;0;0;0
RC4G0482600;0;0;0;0;0;0
RC4G0482700;0;0;0;0;0;0
RC4G0482800;0;0;0;0;0;0
RC4G0482900;0;0;1;0;0;0
RC4G0483000;0;0;0;0;0;0
RC4G0483100;0;1;0;1;0;0
RC4G0483200;0;0;0;1;0;0
RC4G0483300;0;0;0;0;0;0
RC4G0483400;0;0;0;0;0;0
RC4G0483500;0;0;0;0;0;0
RC4G0483600;0;0;0;0;0;0
RC4G0483700;0;0;0;0;0;0
RC4G0483800;0;0;0;0;0;0
RC4G0483900;0;0;0;0;0;0
RC4G0484000;0;0;0;1;0;0
RC4G0484100;0;1;0;1;0;0
RC4G0484200;0;0;0;0;0;0
RC4G0484300;0;0;0;0;0;0
RC4G0484400;0;1;0;1;0;0
RC4G0484500;0;1;0;1;0;1
RC4G0484600;0;0;0;0;0;0
RC4G0484700;0;0;0;0;0;0
RC4G0484800;0;0;0;0;0;0
RC4G0484900;0;0;0;0;0;0
RC4G0485000;1;0;0;0;0;0
RC4G0485100;0;0;0;0;0;0
RC4G0485200;0;0;1;0;0;0
RC4G0485300;0;0;0;0;0;0
RC4G0485400;0;0;0;0;0;0
RC4G0485500;0;0;0;0;0;0
RC4G0485600;0;0;1;0;0;0
RC4G0485700;0;0;0;0;0;0
RC4G0485800;0;0;0;0;0;0
RC4G0485900;0;0;0;0;0;0
RC4G0486000;0;0;0;0;0;0
RC4G0486100;0;0;0;0;0;0
RC4G0486200;0;0;0;0;0;0
RC4G0486300;0;0;0;0;0;0
RC4G0486400;0;0;0;0;0;0
RC4G0486500;0;0;0;0;0;0
RC4G0486600;0;0;0;0;0;0
RC4G0486700;0;0;0;0;0;0
RC4G0486800;0;0;0;0;0;0
RC4G0486900;0;0;0;0;0;0
RC4G0487000;0;0;0;0;0;0
RC4G0487100;0;0;0;0;0;0
RC4G0487200;0;0;0;0;0;0
RC4G0487300;0;0;0;0;0;0
RC4G0487400;0;1;0;0;0;0
RC4G0487500;0;0;0;0;0;0
RC4G0487600;0;0;0;0;0;0
RC4G0487700;0;0;0;0;0;0
RC4G0487800;0;0;0;1;0;1
RC4G0487900;0;0;0;0;0;0
RC4G0488000;0;0;0;0;0;0
RC4G0488100;0;0;0;0;0;0
RC4G0488200;1;0;1;0;0;0
RC4G0488300;0;0;0;0;0;0
RC4G0488400;0;0;0;0;0;0
RC4G0488500;0;0;0;0;0;0
RC4G0488600;0;0;0;0;0;0
RC4G0488700;0;0;0;0;0;0
RC4G0488800;0;0;0;0;0;0
RC4G0488900;0;0;0;0;0;0
RC4G0489000;0;0;0;0;0;0
RC4G0489100;0;0;0;0;0;0
RC4G0489200;1;0;0;0;0;0
RC4G0489300;0;0;0;0;0;0
RC4G0489400;0;0;0;0;0;0
RC4G0489500;1;0;0;0;0;0
RC4G0489600;0;0;0;0;0;0
RC4G0489700;0;0;0;0;0;0
RC4G0489800;0;0;0;0;0;0
RC4G0489900;0;0;0;0;0;0
RC4G0490000;0;0;0;0;0;0
RC4G0490100;0;1;0;1;0;0
RC4G0490200;0;0;0;0;0;0
RC4G0490300;0;0;0;0;0;0
RC4G0490400;0;0;0;0;0;0
RC4G0490500;0;0;0;0;0;0
RC4G0490600;0;1;0;0;0;0
RC4G0490700;0;0;0;0;0;0
RC4G0490800;0;0;0;0;0;0
RC4G0490900;0;0;0;0;0;0
RC4G0491000;0;0;0;0;0;0
RC4G0491100;0;0;0;0;0;0
RC4G0491200;0;0;1;0;0;0
RC4G0491300;0;0;0;0;0;0
RC4G0491400;0;0;0;1;0;0
RC4G0491500;0;1;0;1;0;0
RC4G0491600;0;0;0;1;0;0
RC4G0491700;0;0;0;0;0;0
RC4G0491800;0;0;0;0;0;0
RC4G0491900;0;0;0;0;0;0
RC4G0492000;0;1;0;1;0;0
RC4G0492100;0;0;0;0;0;0
RC4G0492200;0;0;0;1;0;0
RC4G0492300;0;0;0;0;0;0
RC4G0492400;0;0;0;0;0;0
RC4G0492500;0;0;0;0;0;0
RC4G0492600;1;0;0;0;0;0
RC4G0492700;0;0;0;0;0;0
RC4G0492800;1;0;1;0;0;0
RC4G0492900;0;1;0;1;0;0
RC4G0493000;0;0;0;0;0;0
RC4G0493100;0;0;0;1;0;0
RC4G0493200;0;0;0;0;0;0
RC4G0493300;0;0;0;0;0;0
RC4G0493400;0;0;0;0;0;0
RC4G0493500;0;0;0;0;0;0
RC4G0493600;0;0;0;0;0;0
RC4G0493700;0;0;0;1;0;0
RC4G0493800;0;0;0;0;0;0
RC4G0493900;0;0;1;0;0;0
RC4G0494000;0;0;0;0;0;0
RC4G0494100;0;0;0;0;0;0
RC4G0494200;0;0;0;0;0;0
RC4G0494300;0;0;0;0;0;0
RC4G0494400;0;0;1;0;0;0
RC4G0494500;1;0;0;0;0;0
RC4G0494600;0;0;0;0;0;0
RC4G0494700;0;0;0;0;0;0
RC4G0494800;0;0;0;0;0;0
RC4G0494900;0;0;0;0;0;0
RC4G0495000;0;0;0;0;0;0
RC4G0495100;0;0;0;0;0;0
RC4G0495200;0;0;0;0;0;0
RC4G0495300;0;0;0;0;0;0
RC4G0495400;0;0;0;0;0;0
RC4G0495500;0;0;0;0;0;0
RC4G0495600;0;0;0;1;0;0
RC4G0495700;0;0;0;0;0;0
RC4G0495800;0;0;0;0;0;0
RC4G0495900;0;0;0;0;0;0
RC4G0496000;0;0;1;0;0;0
RC4G0496100;0;0;0;0;0;0
RC4G0496200;0;0;0;0;0;0
RC4G0496300;0;1;0;0;1;0
RC4G0496400;0;0;0;0;0;0
RC4G0496500;0;1;0;1;0;0
RC4G0496600;0;1;0;1;0;0
RC4G0496700;0;1;0;0;0;0
RC4G0496800;0;0;0;1;0;1
RC4G0496900;0;0;0;0;0;0
RC4G0497000;0;0;0;0;0;0
RC4G0497100;0;0;0;0;0;0
RC4G0497200;0;0;0;0;0;0
RC4G0497300;0;0;0;0;0;0
RC4G0497400;0;0;1;0;0;0
RC4G0497500;0;0;0;0;0;0
RC4G0497600;0;0;0;0;1;0
RC4G0497700;0;0;0;0;0;0
RC4G0497800;0;0;0;0;0;0
RC4G0497900;0;0;0;0;0;0
RC4G0498000;0;0;1;0;1;0
RC4G0498100;0;0;0;0;0;0
RC4G0498200;0;0;0;0;0;0
RC4G0498300;0;0;0;0;0;0
RC4G0498400;0;0;1;0;1;0
RC4G0498500;0;0;0;0;0;0
RC4G0498600;0;0;0;0;0;0
RC4G0498700;0;0;0;0;0;0
RC4G0498800;0;0;0;1;0;0
RC4G0498900;1;0;0;0;0;0
RC4G0499000;0;0;1;0;0;0
RC4G0499100;0;0;1;0;0;0
RC4G0499200;0;0;0;0;0;0
RC4G0499300;0;0;0;0;0;0
RC4G0499400;0;0;0;0;0;0
RC4G0499500;0;0;0;0;0;0
RC4G0499600;0;0;0;0;0;0
RC4G0499700;0;1;0;1;0;0
RC4G0499800;0;0;0;1;0;0
RC4G0499900;0;0;0;0;0;0
RC4G0500000;0;0;0;0;0;0
RC4G0500100;0;0;0;0;0;0
RC4G0500200;0;0;0;0;0;0
RC4G0500300;0;0;0;0;0;0
RC4G0500400;1;0;1;0;0;0
RC4G0500500;0;0;0;0;0;0
RC4G0500600;0;0;0;0;0;0
RC4G0500700;0;0;0;0;0;0
RC4G0500800;0;0;1;0;0;0
RC4G0500900;0;0;1;0;0;0
RC4G0501000;0;0;0;0;0;0
RC4G0501100;0;0;0;0;0;0
RC4G0501200;0;0;0;0;0;0
RC4G0501300;0;1;0;1;0;0
RC4G0501400;0;0;0;0;0;0
RC4G0501500;0;0;0;0;0;0
RC4G0501600;0;0;0;0;0;0
RC4G0501700;0;0;0;0;0;0
RC5G0000100;0;0;0;0;0;0
RC5G0000200;0;0;0;0;0;0
RC5G0000300;0;0;0;0;0;0
RC5G0000400;0;0;0;0;0;0
RC5G0000500;0;0;0;0;0;0
RC5G0000600;0;0;0;0;0;0
RC5G0000700;0;0;0;0;0;0
RC5G0000800;0;0;0;0;0;0
RC5G0000900;0;0;0;0;0;0
RC5G0001000;0;0;0;0;0;0
RC5G0001100;0;0;0;0;0;0
RC5G0001200;0;0;0;0;0;0
RC5G0001300;0;0;0;0;0;0
RC5G0001400;0;0;0;0;0;0
RC5G0001500;0;1;0;1;0;0
RC5G0001600;0;0;0;1;0;0
RC5G0001700;0;0;0;0;0;0
RC5G0001800;0;0;0;0;0;0
RC5G0001900;0;1;0;0;0;0
RC5G0002000;0;0;0;0;0;0
RC5G0002100;0;0;0;1;0;0
RC5G0002200;0;0;0;0;0;0
RC5G0002300;0;0;0;0;0;0
RC5G0002400;0;0;0;1;0;0
RC5G0002500;0;0;0;1;0;0
RC5G0002600;0;0;0;0;0;0
RC5G0002700;0;0;0;0;0;0
RC5G0002800;0;0;0;0;0;0
RC5G0002900;0;0;0;0;0;0
RC5G0003000;0;0;0;0;0;0
RC5G0003100;1;0;1;0;0;0
RC5G0003200;0;0;1;0;0;0
RC5G0003300;0;0;0;0;0;0
RC5G0003400;0;0;0;0;0;0
RC5G0003500;0;0;0;0;0;0
RC5G0003600;0;0;0;0;0;0
RC5G0003700;0;0;0;0;0;0
RC5G0003800;0;0;0;0;0;0
RC5G0003900;0;0;0;1;0;0
RC5G0004000;0;0;0;0;0;0
RC5G0004100;0;0;0;0;0;0
RC5G0004200;0;0;0;0;0;1
RC5G0004300;0;0;0;0;0;0
RC5G0004400;0;0;0;0;0;0
RC5G0004500;0;0;0;1;0;1
RC5G0004600;0;0;0;0;0;0
RC5G0004700;0;0;0;0;0;0
RC5G0004800;0;0;0;0;0;0
RC5G0004900;0;0;0;0;0;0
RC5G0005000;0;0;1;0;0;0
RC5G0005100;0;0;0;0;0;0
RC5G0005200;0;0;1;0;0;0
RC5G0005300;0;0;0;0;0;0
RC5G0005400;0;0;0;0;0;0
RC5G0005500;0;0;0;0;0;0
RC5G0005600;0;0;0;0;0;0
RC5G0005700;0;1;0;1;0;0
RC5G0005800;0;0;0;0;0;0
RC5G0005900;0;1;0;1;0;0
RC5G0006000;0;0;1;0;0;0
RC5G0006100;0;0;0;0;0;0
RC5G0006200;0;0;0;0;0;0
RC5G0006300;0;0;0;0;0;0
RC5G0006400;0;0;0;0;0;0
RC5G0006500;0;0;0;0;0;0
RC5G0006600;0;1;0;1;0;0
RC5G0006700;0;0;0;1;0;0
RC5G0006800;0;0;0;0;0;0
RC5G0006900;0;0;0;0;0;0
RC5G0007000;0;0;0;0;0;0
RC5G0007100;0;0;0;0;0;0
RC5G0007200;0;0;0;0;0;0
RC5G0007300;0;1;0;1;0;0
RC5G0007400;0;0;0;0;0;0
RC5G0007500;0;0;0;0;0;0
RC5G0007600;0;0;0;0;0;0
RC5G0007700;0;0;0;1;0;0
RC5G0007800;0;0;0;0;0;0
RC5G0007900;1;0;0;0;0;1
RC5G0008000;0;0;0;0;0;0
RC5G0008100;0;0;0;0;0;1
RC5G0008200;0;0;0;0;0;0
RC5G0008300;0;0;0;0;0;0
RC5G0008400;0;0;0;0;0;0
RC5G0008500;0;0;0;0;0;1
RC5G0008600;0;0;0;0;0;0
RC5G0008700;0;0;0;0;0;0
RC5G0008800;0;0;0;0;0;0
RC5G0008900;0;0;0;0;0;0
RC5G0009000;0;0;0;0;0;0
RC5G0009100;0;1;0;1;0;0
RC5G0009200;0;0;0;1;0;0
RC5G0009300;0;0;0;1;0;1
RC5G0009400;0;0;0;0;0;0
RC5G0009500;0;1;0;0;0;0
RC5G0009600;0;0;0;0;0;0
RC5G0009700;0;0;0;0;0;0
RC5G0009800;1;0;1;0;0;0
RC5G0009900;1;0;1;0;0;0
RC5G0010000;0;0;0;0;0;0
RC5G0010100;0;0;0;0;0;0
RC5G0010200;0;0;0;0;0;0
RC5G0010300;0;0;0;0;0;0
RC5G0010400;0;0;0;0;0;0
RC5G0010500;0;0;0;0;0;0
RC5G0010600;0;0;0;0;0;0
RC5G0010700;0;0;0;0;0;0
RC5G0010800;0;0;0;0;0;0
RC5G0010900;0;0;0;0;0;0
RC5G0011000;0;0;1;0;0;0
RC5G0011100;0;0;0;0;0;0
RC5G0011200;0;0;1;0;0;0
RC5G0011300;0;0;0;0;0;0
RC5G0011400;0;0;0;0;0;0
RC5G0011500;0;0;0;0;0;0
RC5G0011600;0;0;0;0;0;0
RC5G0011700;0;0;0;0;0;0
RC5G0011800;0;0;0;0;0;0
RC5G0011900;0;0;0;0;0;0
RC5G0012000;0;0;0;0;0;0
RC5G0012100;0;0;0;1;0;0
RC5G0012200;0;0;0;0;0;0
RC5G0012300;0;0;0;0;0;0
RC5G0012400;0;0;0;0;0;0
RC5G0012500;0;0;0;0;0;0
RC5G0012600;0;0;0;0;0;0
RC5G0012700;0;1;0;0;0;0
RC5G0012800;0;0;0;0;0;0
RC5G0012900;0;0;0;0;0;0
RC5G0013000;0;1;0;0;0;0
RC5G0013100;0;1;0;0;0;0
RC5G0013200;0;0;0;0;0;0
RC5G0013300;0;0;0;0;0;0
RC5G0013400;0;0;0;0;0;0
RC5G0013500;1;0;0;1;0;1
RC5G0013600;0;0;0;0;0;0
RC5G0013700;0;0;0;0;0;0
RC5G0013800;0;0;0;0;0;0
RC5G0013900;0;0;0;0;0;0
RC5G0014000;0;1;0;0;0;0
RC5G0014100;0;0;0;1;0;1
RC5G0014200;0;0;0;0;0;0
RC5G0014300;0;0;0;0;0;0
RC5G0014400;0;0;0;0;0;0
RC5G0014500;0;0;0;0;0;0
RC5G0014600;0;0;0;0;0;0
RC5G0014700;0;0;0;0;0;0
RC5G0014800;0;0;0;0;0;0
RC5G0014900;0;0;0;0;0;0
RC5G0015000;0;0;0;0;0;0
RC5G0015100;0;0;0;0;0;0
RC5G0015200;0;0;0;0;0;0
RC5G0015300;0;0;0;0;0;0
RC5G0015400;0;1;0;1;0;0
RC5G0015500;0;0;0;0;0;0
RC5G0015600;0;0;0;0;0;0
RC5G0015700;0;0;0;0;0;0
RC5G0015800;0;0;0;0;0;0
RC5G0015900;0;0;0;0;0;0
RC5G0016000;0;0;0;0;0;0
RC5G0016100;0;0;0;0;0;0
RC5G0016200;0;0;0;0;0;0
RC5G0016300;0;0;0;0;0;0
RC5G0016400;0;0;0;0;0;0
RC5G0016500;0;0;0;0;0;0
RC5G0016600;0;0;0;1;0;1
RC5G0016700;0;0;0;0;0;0
RC5G0016800;0;0;0;0;0;0
RC5G0016900;1;0;1;0;0;0
RC5G0017000;0;0;0;0;0;0
RC5G0017100;0;0;0;0;0;0
